"CUE Anexo","Es anexo","Sector","Recibe subvención estatal","Es confesional","Ámbito","Nombre del establecimiento","Domicilio","C. P.","Localidad","Teléfono","Correo electrónico","Ofrece educación primaria","Ofrece educación secundaria","Ofrece educación inicial y/o maternal","Turnos del nivel secundario","Jornada extendida","Idiomas que se enseñan","Artisticas","Biblioteca","Sala o laboratorio de informática","Tiene asociación cooperadora","Dispone de conexión a internet","Tipo de conexión","Origen de electricidad","Es secundaria técnica","Es artística","Es modalidad intercultural bilingüe","Establecimiento creado en 2024","Secciones","Secciones independientes de nivel secundario en 2023","Secciones múltiples de nivel secundario en 2023","Matrícula","Matrícula varones de nivel secundario en 2023","Egresados de nivel secundario en 2022","Egresados varones de nivel secundario en 2022","Latitud","Longitud","Precisión del georreferenciamiento","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio"
"140155300",2,2,7,3,1,"INSTITUTO FUNDACION GENERAL PAZ","AV. VELEZ SARSFIELD 1285 NUEVA CORDOBA B°NUEVA CORDOBA","X5000","CORDOBA","0351 4603620/9132","cgralpaz@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,17,17,0,483,201,48,20,-31.4299884,-64.1929264,"PRECISA","14","Córdoba","14014","Capital","140148310"
"140265600",2,1,2,2,1,"I.P.E.M. Nº 163 JOSE DE SAN MARTIN","AV. VELEZ SARSFIELD 1002 GUEMES B°GUEMES","X5000","CORDOBA","0351 4681198","ipem163@yahoo.com.ar / EE0310626@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,11,11,0,322,161,18,9,-31.426675,-64.191726,"APROXIMADA","14","Córdoba","14014","Capital","140148310"
"140343600",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DE LORETO","M. GOMEZ CARRILLO 2559 LOS NARANJOS Bº  LOS  NARANJOS","X5010","CORDOBA","0351 4663386","institutonsloreto@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,13,13,0,446,212,48,21,-31.42911977,-64.22147313,"APROXIMADA","14","Córdoba","14014","Capital","140148411"
"140334900",2,1,2,2,1,"I.P.E.M. Nº 268 DEAN FUNES","PERU 10 NUEVA CORDOBA B°NUEVA CORDOBA","X5000","CORDOBA","0351 4333435/36/37","ipem268@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés, Francés, Italiano","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,48,48,0,1428,641,151,61,-31.430668,-64.190589,"APROXIMADA","14","Córdoba","14014","Capital","140148208"
"140559000",2,1,2,2,1,"I.P.E.M. N° 400","CORRIENTES  5583 1º DE MAYO B° 1º DE MAYO","X5006","CORDOBA","0351 4348928","Iipem400@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,1,1,"Cable Modem","Red Pública",2,2,2,2,15,15,0,428,204,46,17,-31.42743621,-64.11396965,"PRECISA","14","Córdoba","14014","Capital","140147606"
"140426800",2,2,5,3,1,"INSTITUTO EMPALME CR. ABEL GONZALEZ LACANNA","LAS ARRIAS 4073 EMPALME B°EMPALME","X5006","CORDOBA","0351 4570347/4559148","ispedireccion@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés, Portugués","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,18,18,0,640,277,62,21,-31.4296907,-64.12868517,"APROXIMADA","14","Córdoba","14014","Capital","140147707"
"140564400",2,1,2,2,1,"I.P.E.M. Nº 408","JOAQUIN CASTELLANO  VILLA SAN NICOLÁS MALAGUEÑO","X5101","MALAGUEÑO","0 0","EE00314439@me.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Internet Móvil","Red Pública",2,2,2,2,12,12,0,348,167,17,9,-31.435034,-64.455365,"PRECISA","14","Córdoba","14147","Santa María","141470104"
"140455600",2,1,2,2,1,"I.P.E.M. Nº 15 SANTIAGO AYALA","OBISPO CASTELLANO  1700 SAN VICENTE B° SAN VICENTE","X5006","CORDOBA","0351 4348885","ipemm15@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Telefónica","Red Pública",2,2,2,2,17,17,0,504,255,20,4,-31.42906357,-64.14127637,"PRECISA","14","Córdoba","14014","Capital","140147712"
"140472201",1,1,2,2,2,"I.P.E.M. Nº 303 LIBERTADOR GENERAL SAN MARTIN ANEXO COSTA ALEGRE","CALLE PUBLICA S/N    COSTA ALEGRE","X5963","COSTA ALEGRE","03573 15438803","",2,1,2,"Mañana, Doble",2,"Inglés","Música",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,1,0,1,5,3,2,1,-31.49857653,-63.44979043,"APROXIMADA","14","Córdoba","14119","Río Segundo","141190201"
"140394900",2,1,2,2,1,"I.P.E.M. Nº 150 JUAN LARREA","LUIS BRAILE 2273 SARMIENTO","X5014","CORDOBA","0351 4348825","ipem150juanlarrea@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"ADSL/ Cable Modem","Red Pública",2,2,2,2,30,30,0,933,437,36,17,-31.43191337,-64.15536474,"APROXIMADA","14","Córdoba","14014","Capital","140147810"
"140458200",2,2,5,3,1,"INSTITUTO INTEGRAL MANUEL BELGRANO","LUIS  BRAILE 2384 SARMIENTO B° SARMIENTO","X5014","CORDOBA","0351 4553457","integralmanuelbelgrano@gmail.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,165,73,29,9,-31.43168846,-64.15509128,"APROXIMADA","14","Córdoba","14014","Capital","140147810"
"140407500",2,2,5,3,1,"INSTITUTO DEAN FUNES","BV.CANGALLO 1888 1º DE MAYO B° 1 DE MAYO","X5006","CORDOBA","0351 4568461","direccion@institutodeanfunes.edu.ar ; secretaria@institutodeanfunes.edu.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"Internet Móvil","Red Pública",2,2,2,2,18,18,0,534,242,40,14,-31.43059716,-64.1193837,"APROXIMADA","14","Córdoba","14014","Capital","140147615"
"140289100",2,1,2,2,1,"INST. SUP. DE EDUCACION ARTISTICO MUSICAL DOMINGO ZIPOLI (EX IPEM 36)","MAESTRO MARCELO LOPEZ  2111 CIUDAD UNIVERSITARIA B°CIUDAD UNIVERSITARIA","X5016","CORDOBA","0351 4334539/4343042","domingo_zipoli@yahoo.com.ar",1,1,1,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem","Red Pública",2,1,2,2,12,12,0,309,87,28,8,-31.44032828,-64.19284766,"PRECISA","14","Córdoba","14014","Capital","140148011"
"140155400",2,1,2,2,1,"I.P.E.M. Nº 38 FRANCISCO PABLO DE MAURO","PAUNERO 699 ROGELIO MARTINEZ B° ROGELIO MARTINEZ","X5000","CORDOBA","0351 4334521","ipem38mauro@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",2,2,2,2,24,24,0,650,320,89,46,-31.43403622,-64.17955694,"APROXIMADA","14","Córdoba","14014","Capital","140148011"
"140331900",2,1,2,2,1,"I.P.E.T. y M. Nº 246 DR. AMADEO SABATTINI","AV. VELEZ SARSFIELD 1490 GUEMES B° GUEMES","X5000","CORDOBA","0351 4334545/46","amadeosabattini@hotmail.com; EE0320015@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés, Italiano","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,1,1,"Telefónica/ Internet Móvil","Red Pública",1,2,2,2,28,28,0,607,307,28,15,-31.43293241,-64.1930526,"APROXIMADA","14","Córdoba","14014","Capital","140148011"
"140268800",2,1,2,2,1,"I.P.E.T. y M. Nº 101 REPUBLICA ARGENTINA","DIAZ DE LA FUENTE 2040 AMEGHINO SUR B° AMEGHINO SUR","X5010","CORDOBA","0351 4661549/4333417","ipem101reparg@yahoo.com; EE0310519@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica","Red Pública",1,2,2,2,28,25,3,701,361,31,14,-31.43342127,-64.23674036,"APROXIMADA","14","Córdoba","14014","Capital","140148803"
"140508700",2,1,2,2,2,"I.P.E.M. No 328 NUESTRA SEÑORA DE LOS REMEDIOS","GUEMES ESQ.RIVADAVIA  CENTRO CAPILLA DE LOS REMEDIOS","X5125","CAPILLA DE LOS REMEDIOS","03574 496621","ce.ipem328@gmail.com",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Internet Móvil","Red Pública",2,2,2,2,6,6,0,102,57,12,4,-31.42933876,-63.83259592,"PRECISA","14","Córdoba","14105","Río Primero","141050515"
"140212900",2,2,5,3,1,"INSTITUTO DE EDUCACION CORDOBA","FRIULI 2046 COLINAS DE VELEZ SARSFIELD B° COLINAS DE VELEZ SARSFIELD","X5016","CORDOBA","0351 4606395","iecsecundario@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica/ Cable Modem/ Otro tipo","Red Pública",2,2,2,2,12,12,0,286,143,24,12,-31.43784348,-64.19638751,"APROXIMADA","14","Córdoba","14014","Capital","140149002"
"140015300",2,2,5,3,1,"INSTITUTO ARTURO CAPDEVILA","ASTURIAS 3960 FERROVIARIO MITRE B°FERROVIARIO MITRE","X5014","CORDOBA","0351 4565107","capdevilasecretaria@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,2,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,382,163,31,7,-31.43519441,-64.13631516,"APROXIMADA","14","Córdoba","14014","Capital","140147713"
"140447000",2,1,2,2,1,"I.P.E.M. Nº 19 POETA OSCAR GUIÑAZU ALVAREZ","ASTURIAS 3400 FERROVIARIO MITRE B°FERROVIARIO MITRE","X5014","CORDOBA","0351 4348903 / 04","ipem19@yahoo.com.ar;EE0310919@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,15,15,0,440,224,18,9,-31.4352025,-64.1413844,"PRECISA","14","Córdoba","14014","Capital","140147713"
"140238800",2,2,3,3,1,"INSTITUTO ING.ENRIQUE MOSCONI","MARIO BRAVO 2157 1º DE MAYO B° 1º DE MAYO","X5006","CORDOBA","0351 4569067","marigel_@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,425,186,47,20,-31.43348719,-64.12192592,"APROXIMADA","14","Córdoba","14014","Capital","140147609"
"140265800",2,2,5,3,1,"INSTITUTO RAMON GARCIA MARTINEZ","GABRIELA MISTRAL S/N° 2489 BALCARCE B°BALCARCE","X5010","CORDOBA","0351 4655199","irgm.institucional@irgm.edu.ar/irgm@arnetbiz.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,15,15,0,480,231,59,25,-31.43524289,-64.22195978,"APROXIMADA","14","Córdoba","14014","Capital","140148907"
"140357000",2,2,5,3,1,"INSTITUTO DE NIVEL MEDIO LA FRANCIA","AV. 24 DE SEPTIEMBRE 493 CENTRO LA FRANCIA","X2426AAE","LA FRANCIA","03564 471006","inivelmedio@lafrancia.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,11,11,0,295,139,31,9,-31.40711,-62.6332,"APROXIMADA","14","Córdoba","14140","San Justo","141400616"
"140543000",2,1,2,2,1,"I.P.E.M. Nº 374","CRUCERO GENERAL BELGRANO  PRIMERO DE MAYO BARRIO PRIMERO DE MAYO","X5101","MALAGUEÑO","0351 4981294","EE0311386@me.cba.gov.ar",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,115,50,13,4,-31.44200067,-64.31731489,"APROXIMADA","14","Córdoba","14147","Santa María","141470107"
"140074300",2,2,3,3,1,"INSTITUTO SAN AGUSTIN","PROVINCIA VASCONGADAS 2410 COLON B°COLON","X5014","CORDOBA","0351 4574095","s_sanagustin@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"ADSL/ Cable Modem","Red Pública, Grupo electrógeno",2,2,2,2,33,33,0,1441,637,145,58,-31.43779613,-64.15182952,"APROXIMADA","14","Córdoba","14014","Capital","140147914"
"140268600",2,1,2,2,1,"I.P.E.M. Nº 171 BRIGADIER JUAN I. SAN MARTIN","ESMERALDA 4983 VILLA ADELA B° VILLA ADELA","X5010","CORDOBA","0351 4343133/32","ipem171@hotmail.com.ar /EE0310634@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,21,21,0,494,240,68,27,-31.43907987,-64.25132846,"APROXIMADA","14","Córdoba","14014","Capital","140148705"
"140523500",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DE FATIMA","AV RUFINO VARELA ORTIZ 2600 MATIENZO B° MATIENZO","X5010","CORDOBA","0351 4655204","instfatimasecundario@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica/ Satelital","Red Pública",2,2,2,2,18,18,0,601,237,108,43,-31.43900647,-64.23766304,"APROXIMADA","14","Córdoba","14014","Capital","140148808"
"140399000",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DEL SAGRADO CORAZON","AVENIDA REVOLUCION DE MAYO 1476 CRISOL SUR BARRIO CRISOL SUR","X5014","CORDOBA","0351 4575279","secrenssc@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,18,18,0,601,231,82,28,-31.43638214,-64.16664315,"APROXIMADA","14","Córdoba","14014","Capital","140147920"
"140287000",2,1,2,2,1,"I.P.E.M. Nº 190 DR. PEDRO A. MARIO CARANDE CARRO","CHILE 1770 INDUSTRIAL VILLA CARLOS PAZ","X5152","VILLA CARLOS PAZ","03541 438263","ipem190@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"ADSL/ Otro tipo","Red Pública",2,2,2,2,24,24,0,553,268,31,10,-31.44270337,-64.50002625,"PRECISA","14","Córdoba","14091","Punilla","140911210"
"140446800",2,1,2,2,1,"I.P.E.M. Nº 13 DR. PEDRO ESCUDERO","CADIZ S/N°  COLON B°COLON","X5014","CORDOBA","0351 4348821","EE03109130@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,9,9,0,204,106,3,1,-31.43890293,-64.1539125,"PRECISA","14","Córdoba","14014","Capital","140147915"
"140223100",2,1,2,2,1,"I.P.E.M. Nº 136 DR. ALFREDO L. PALACIOS","CALINGASTA 5800 VILLA BUSTOS B° VILLA BUSTOS","X5006","CORDOBA","0351 4348795","ipem136@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Satelital","Red Pública",2,2,2,2,21,21,0,547,257,23,12,-31.44085289,-64.11129405,"APROXIMADA","14","Córdoba","14014","Capital","140147617"
"140537100",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DE LA MERCED","9 DE JULIO 465 CENTRO ARROYITO","X2434","ARROYITO","03576 421440","colmercedarroyito@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,11,11,0,327,138,32,14,-31.418617,-63.049113,"APROXIMADA","14","Córdoba","14140","San Justo","141400401"
"140332200",2,2,5,1,1,"INSTITUTO PQUIAL. SAN PABLO APOSTOL","ASTURIAS 1935 COLON Entre calle Bilbao y Salamanca","X5014","CORDOBA","0351 4580091/4560899","spa-nivelmedio@fibercorp.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL/ Cable Modem/ Otro tipo","Red Pública",2,2,2,2,12,12,0,428,188,55,32,-31.43831441,-64.15718855,"APROXIMADA","14","Córdoba","14014","Capital","140147917"
"140268900",2,1,2,2,1,"I.P.E.M. Nº 154 GRAL. MARTIN MIGUEL DE GUEMES","OCTAVIANO NAVARRO 2751 ROSEDAL ANEXO B°ROSEDAL ANEXO","X5010","CORDOBA","0351 4333447/8","gralmmdeguemes@yahoo.com.ar / EE0310617@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,12,12,0,299,155,31,15,-31.439264,-64.22519876,"APROXIMADA","14","Córdoba","14014","Capital","140148911"
"140325600",2,2,5,3,1,"INSTITUTO MIGUEL CANE","BV. EMILIO F. OLMOS 156  TRANSITO","X2436","TRANSITO","03576 492502","instmiguelcane@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,1,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,173,77,18,4,-31.425147,-63.196561,"PRECISA","14","Córdoba","14140","San Justo","141400109"
"140556100",2,1,2,2,1,"I.P.E.M. N° 395","MIGUEL RODRIGUEZ DE LA TORRE 1383 SUAREZ B° SUAREZ","X5016","CORDOBA","0351 4343049","ee0311433@me.cba.gov.ar",2,1,2,"Tarde",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Satelital","Red Pública",2,2,2,2,6,6,0,144,75,3,3,-31.441132,-64.211491,"PRECISA","14","Córdoba","14014","Capital","140149012"
"140549900",2,1,2,2,1,"I.P.E.T. N° 383","LOS NOGALES 3710 MATIENZO B° MATIENZO","X5010","CORDOBA","0351 4343360","ipetn383@gmail.com;ee0311429@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Otro tipo","Red Pública",1,2,2,2,17,17,0,391,234,25,17,-31.44452781,-64.23725525,"PRECISA","14","Córdoba","14014","Capital","140148812"
"140238300",2,2,5,3,1,"INSTITUTO SECUNDARIO YOCSINA","BRIGADIER SAN MARTIN 423 YOCSINA MALAGUEÑO","X5101","MALAGUEÑO","0351 4981263","institutoyocsina@yahoo.com.ar",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,1,1,"Telefónica/ Internet Móvil/ Otro tipo","Red Pública",2,2,2,2,13,13,0,424,164,59,18,-31.4459047,-64.36364635,"APROXIMADA","14","Córdoba","14147","Santa María","141470105"
"140252600",2,1,2,2,1,"I.P.E.M. Nº 167 JOSE MANUEL ESTRADA","AV. BERNARDO O'HIGGINS 2632 VILLA REVOL B° VILLA REVOL","X5014","CORDOBA","0351 4334221","ipem167estrada@hotmail.com.ar ; EE031630@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,22,22,0,594,265,56,16,-31.44131263,-64.16878795,"APROXIMADA","14","Córdoba","14014","Capital","140149205"
"140097600",2,1,2,2,1,"I.P.E.T.y M. Nº 89 PAULA ALBARRACIN","GUEMES 423  DEVOTO","X2424","DEVOTO","03564 488890","ipem89@yahoo.com.ar",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica","Red Pública",1,2,2,2,20,20,0,395,203,23,7,-31.40226939,-62.30097561,"APROXIMADA","14","Córdoba","14140","San Justo","141401510"
"140097700",2,2,3,3,1,"INSTITUTO JOSE MARIA PAZ","ALMIRANTE BROWN 152  DEVOTO","X2424","DEVOTO","03564 481237","ijmpaz@hotmail.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,6,6,0,184,86,12,5,-31.40305,-62.30614,"APROXIMADA","14","Córdoba","14140","San Justo","141401510"
"140551000",2,2,3,1,1,"INSTITUTO PARROQUIAL JUAN PABLO II","LOLA MORA 2962 AMPLIACION 1° DE MAYO B° AMPLIACION 1° DE MAYO - MANZANA 5","X5006","CORDOBA","0351 4507757 /155740706","direccionjuanpabloII@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Satelital","Red Pública",2,2,2,2,6,6,0,198,90,21,15,-31.443703,-64.113785,"PRECISA","14","Córdoba","14014","Capital","140149504"
"140541200",2,2,3,3,1,"INSTITUTO DOCTOR DALMACIO VELEZ SARSFIELD","BERNARDO ERB 382  ARROYITO","X2434","ARROYITO","03576 421139","secretariasecundario@ddvs.edu.ar ; velezsamedia@elcolegioencasa.edu.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Satelital","Red Pública",2,2,2,2,23,23,0,649,307,115,40,-31.42185565,-63.05844595,"PRECISA","14","Córdoba","14140","San Justo","141400407"
"140562200",2,1,2,2,1,"ESCUELA EXPERIMENTAL CON ENFASIS EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION","JULIO A. ROCA 151  TRANSITO - AL LADO DE CASA DE LA CULTURA","X2436","TRANSITO","03576 15414396(COORD)","ESCUELAEXPERIMENTALTRANSITO@GMAIL.COM",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",2,1,1,1,"Otro tipo","Red Pública",2,2,2,2,6,6,0,158,76,6,3,-31.42527527,-63.20179163,"PRECISA","14","Córdoba","14140","San Justo","141400110"
"140543800",2,2,1,3,1,"INSTITUTO DANTE ALIGHIERI","AV DE LA UNIVERSIDAD 387 LAS ROSAS SAN FRANCISCO","X5000","SAN FRANCISCO","03564 438086","escueladantealighieri_secundario@yahoo.com.ar",2,1,2,"Doble",1,"Inglés, Italiano","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL/ Cable Modem","Red Pública",2,2,2,2,6,6,0,101,47,20,6,-31.421859,-62.109684,"PRECISA","14","Córdoba","14140","San Justo","141401101"
"140304200",2,2,5,3,1,"INSTITUTO DANTE ALIGHIERI","JOSE JAVIER DIAZ 481 IPONA B° IPONA","X5016BHE","CORDOBA","0351 4610298","secretarianivelsecundario@escueladantecordoba.edu.ar",2,1,2,"Doble",1,"Inglés, Portugués, Italiano","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem/ Internet Móvil","Red Pública, Grupo electrógeno",2,2,2,2,18,18,0,493,229,79,44,-31.44651392,-64.19056228,"PRECISA","14","Córdoba","14014","Capital","140149107"
"140464000",2,2,5,1,1,"INSTITUTO PQUIAL. CRISTO REDENTOR","JUSTINIANO POSSE 864 JARDIN B° JARDIN","X5016","CORDOBA","0351 4645485","institutopcristoredentor@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,208,102,34,16,-31.44502346,-64.18351794,"APROXIMADA","14","Córdoba","14014","Capital","140149211"
"140446500",2,1,2,2,1,"I.P.E.M.y T. Nº 2 REPUBLICA ORIENTAL DEL URUGUAY","AGUSTIN ROQUE ARIAS  3400 AMPLIACION MATIENZO B° AMPLIACION MATIENZO (CIUDAD PARQUE LAS ROSAS)","X5010","CORDOBA","0351 4333442. Int 31.","ipem2_rou@hotmail.com.ar; EE0310902@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Internet Móvil","Red Pública",1,2,2,2,19,19,0,485,241,88,40,-31.44750204,-64.24270994,"PRECISA","14","Córdoba","14014","Capital","140148814"
"140569900",2,1,2,2,1,"ESCUELA EXPERIMENTAL CON ENFASIS EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION","HUMBERTO PRIMO  335 SUR ARROYITO","X2434","ARROYITO","03576 15466962(COORD)","arroyito.ds@escuelasproa.edu.ar",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,5,5,0,125,87,0,0,-31.42651268,-63.04792028,"APROXIMADA","14","Córdoba","14140","San Justo","141400412"
"140504600",2,1,2,2,1,"I.P.E.M. Nº 329","ALFONSINA STORNI 1650 SANTA TERESITA ARROYITO","X2434","ARROYITO","03576 453417","EE0311310@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,15,15,0,415,183,26,7,-31.431031,-63.054744,"PRECISA","14","Córdoba","14140","San Justo","141400409"
"140015400",2,2,5,3,1,"INSTITUTO JORGE LUIS BORGES","AVENIDA CROACIA 3127 DEAN FUNES B° DEAN FUNES","X5123","CORDOBA","0351 4972068","institutoborges89@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,6,6,0,196,91,21,6,-31.44574768,-64.12017557,"APROXIMADA","14","Córdoba","14014","Capital","140149503"
"140362900",2,1,2,2,1,"I.P.E.M. Nº 120 REPUBLICA DE FRANCIA","AV.ANTOLIN TORRES 3530 RESIDENCIAL VELEZ SARSFIELD B° RESIDENCIAL VELEZ SARSFIELD","X5016","CORDOBA","0351 4334548","ipem120repfrancia@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés, Francés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Otro tipo","Red Pública",2,2,2,2,15,15,0,488,221,42,14,-31.44933783,-64.20614426,"PRECISA","14","Córdoba","14014","Capital","140149117"
